FL_DATE,AIRLINE,AIRLINE_DOT,AIRLINE_CODE,DOT_CODE,FL_NUMBER,ORIGIN,ORIGIN_CITY,DEST,DEST_CITY,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_NAS,DELAY_DUE_SECURITY,DELAY_DUE_LATE_AIRCRAFT
1/9/2022,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3988,SLC,"Salt Lake City, UT",GTF,"Great Falls, MT",2110,2139,29,21,2200,2307,3,2254,2310,16,0,,0,104,91,67,463,16,0,0,0,0
10/16/2022,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,3152,FLL,"Fort Lauderdale, FL",MSY,"New Orleans, LA",720,736,16,14,750,836,4,825,840,15,0,,0,125,124,106,674,15,0,0,0,0
6/24/2022,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2339,PHX,"Phoenix, AZ",JFK,"New York, NY",823,824,1,23,847,1614,9,1629,1623,-6,0,,0,306,299,267,2153,,,,,
7/26/2021,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1014,BOS,"Boston, MA",SLC,"Salt Lake City, UT",640,824,104,14,838,1117,5,959,1122,83,0,,0,319,298,279,2105,83,0,0,0,0
12/22/2021,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1448,CLT,"Charlotte, NC",CVG,"Cincinnati, OH",1809,1815,6,13,1828,1920,5,1936,1925,-11,0,,0,87,70,52,335,,,,,
12/18/2022,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,4640,ACV,"Arcata/Eureka, CA",LAX,"Los Angeles, CA",945,1020,35,7,1027,1149,9,1138,1158,20,0,,0,113,98,82,577,20,0,0,0,0
12/23/2019,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1757,JFK,"New York, NY",BOS,"Boston, MA",729,725,-4,21,746,830,7,849,837,-12,0,,0,80,72,44,187,,,,,
4/1/2023,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,242,CHS,"Charleston, SC",DAL,"Dallas, TX",1040,1051,11,19,1110,1236,11,1235,1247,12,0,,0,175,176,146,977,,,,,
10/9/2022,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,61,JNU,"Juneau, AK",YAK,"Yakutat, AK",1019,1012,-7,5,1017,1102,5,1121,1107,-14,0,,0,62,55,45,198,,,,,
1/29/2021,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5168,GCC,"Gillette, WY",DEN,"Denver, CO",1311,1300,-11,8,1308,1359,3,1437,1402,-35,0,,0,86,62,51,313,,,,,
4/29/2019,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1413,SEA,"Seattle, WA",DEN,"Denver, CO",1550,1557,7,16,1613,1926,17,1936,1943,7,0,,0,166,166,133,1024,,,,,
3/30/2020,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1833,PBI,"West Palm Beach/Palm Beach, FL",EWR,"Newark, NJ",1015,,,,,,,1304,,,1,D,0,169,,,1023,,,,,
10/18/2019,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,3332,EWR,"Newark, NJ",MSP,"Minneapolis, MN",1708,1751,43,33,1824,1954,3,1925,1957,32,0,,0,197,186,150,1008,7,0,0,0,25
1/30/2023,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1276,DFW,"Dallas/Fort Worth, TX",MIA,"Miami, FL",852,912,20,19,931,1238,22,1245,1300,15,0,,0,173,168,127,1121,11,0,0,0,4
4/19/2020,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,4189,BUR,"Burbank, CA",SJC,"San Jose, CA",2005,,,,,,,2115,,,1,D,0,70,,,296,,,,,
8/11/2019,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1156,ORD,"Chicago, IL",SJC,"San Jose, CA",1705,1705,0,22,1727,1938,4,1936,1942,6,0,,0,271,277,251,1829,,,,,
8/10/2019,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3947,MSP,"Minneapolis, MN",FSD,"Sioux Falls, SD",1930,1925,-5,24,1949,2025,4,2041,2029,-12,0,,0,71,64,36,196,,,,,
7/8/2019,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1534,SAT,"San Antonio, TX",DAL,"Dallas, TX",1325,1333,8,7,1340,1425,3,1435,1428,-7,0,,0,70,55,45,247,,,,,
7/27/2019,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2527,DTW,"Detroit, MI",BOS,"Boston, MA",1225,1224,-1,10,1234,1402,10,1418,1412,-6,0,,0,113,108,88,632,,,,,
4/2/2021,Allegiant Air,Allegiant Air: G4,G4,20368,1607,PGD,"Punta Gorda, FL",MEM,"Memphis, TN",600,557,-3,13,610,704,7,714,711,-3,0,,0,134,134,114,733,,,,,
10/25/2022,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2213,MSP,"Minneapolis, MN",DTW,"Detroit, MI",900,901,1,12,913,1131,8,1145,1139,-6,0,,0,105,98,78,528,,,,,
5/15/2023,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2075,DFW,"Dallas/Fort Worth, TX",GSP,"Greer, SC",1220,1219,-1,12,1231,1526,4,1537,1530,-7,0,,0,137,131,115,862,,,,,
9/18/2022,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1567,ORD,"Chicago, IL",DTW,"Detroit, MI",1930,1925,-5,14,1939,2125,7,2153,2132,-21,0,,0,83,67,46,235,,,,,
2/19/2023,JetBlue Airways,JetBlue Airways: B6,B6,20409,1294,MCO,"Orlando, FL",HPN,"White Plains, NY",1940,1931,-9,19,1950,2205,8,2219,2213,-6,0,,0,159,162,135,972,,,,,
6/17/2023,Allegiant Air,Allegiant Air: G4,G4,20368,383,CVG,"Cincinnati, OH",MYR,"Myrtle Beach, SC",600,949,229,12,1001,1111,11,726,1122,236,0,,0,86,93,70,489,229,0,7,0,0
3/23/2022,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,477,LAX,"Los Angeles, CA",ATL,"Atlanta, GA",1730,1749,19,10,1759,48,5,34,53,19,0,,0,244,244,229,1947,19,0,0,0,0
4/25/2023,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,4908,LGA,"New York, NY",CHS,"Charleston, SC",849,844,-5,38,922,1102,12,1111,1114,3,0,,0,142,150,100,641,,,,,
11/24/2019,Mesa Airlines Inc.,Mesa Airlines Inc.: YV,YV,20378,5733,LFT,"Lafayette, LA",DFW,"Dallas/Fort Worth, TX",620,614,-6,14,628,734,19,752,753,1,0,,0,92,99,66,351,,,,,
2/14/2019,Allegiant Air,Allegiant Air: G4,G4,20368,1672,PGD,"Punta Gorda, FL",PBG,"Plattsburgh, NY",710,705,-5,7,712,954,7,1015,1001,-14,0,,0,185,176,162,1311,,,,,
6/28/2021,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,5296,CLT,"Charlotte, NC",JFK,"New York, NY",1154,1153,-1,22,1215,1341,5,1401,1346,-15,0,,0,127,113,86,541,,,,,
11/22/2019,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2508,SLC,"Salt Lake City, UT",SNA,"Santa Ana, CA",2034,2222,108,12,2234,2256,5,2127,2301,94,0,,0,113,99,82,588,49,0,0,0,45
4/26/2023,JetBlue Airways,JetBlue Airways: B6,B6,20409,2283,BOS,"Boston, MA",RDU,"Raleigh/Durham, NC",1035,1026,-9,13,1039,1217,3,1238,1220,-18,0,,0,123,114,98,612,,,,,
4/4/2019,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1408,SJC,"San Jose, CA",PHX,"Phoenix, AZ",620,609,-11,22,631,756,5,819,801,-18,0,,0,119,112,85,621,,,,,
2/7/2019,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,2991,ORD,"Chicago, IL",SDF,"Louisville, KY",1850,1935,45,33,2008,2206,14,2119,2220,61,0,,0,89,105,58,286,28,0,16,0,17
7/20/2023,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1293,SAN,"San Diego, CA",HOU,"Houston, TX",1930,1927,-3,10,1937,28,5,45,33,-12,0,,0,195,186,171,1313,,,,,
6/24/2019,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2080,EWR,"Newark, NJ",SFO,"San Francisco, CA",1200,1154,-6,15,1209,1441,5,1508,1446,-22,0,,0,368,352,332,2565,,,,,
4/1/2020,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,23,ORD,"Chicago, IL",SEA,"Seattle, WA",600,,,,,,,845,,,1,A,0,285,,,1721,,,,,
2/26/2021,Horizon Air,Horizon Air: QX,QX,19687,2227,PDX,"Portland, OR",SEA,"Seattle, WA",1100,1058,-2,10,1108,1143,11,1153,1154,1,0,,0,53,56,35,129,,,,,
12/19/2022,Frontier Airlines Inc.,Frontier Airlines Inc.: F9,F9,20436,466,DEN,"Denver, CO",OKC,"Oklahoma City, OK",1040,1040,0,16,1056,1307,7,1313,1314,1,0,,0,93,94,71,495,,,,,
3/31/2020,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,3509,PHX,"Phoenix, AZ",LAS,"Las Vegas, NV",830,,,,,,,945,,,1,D,0,75,,,255,,,,,
8/4/2023,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5564,ORD,"Chicago, IL",SBN,"South Bend, IN",1406,1403,-3,24,1427,1545,5,1606,1550,-16,0,,0,60,47,18,84,,,,,
7/13/2023,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2372,CLT,"Charlotte, NC",DEN,"Denver, CO",1330,1333,3,15,1348,1448,6,1501,1454,-7,0,,0,211,201,180,1337,,,,,
4/13/2022,Envoy Air,Envoy Air: MQ,MQ,20398,3859,GSP,"Greer, SC",MIA,"Miami, FL",600,553,-7,15,608,740,3,757,743,-14,0,,0,117,110,92,637,,,,,
12/21/2021,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1033,CLT,"Charlotte, NC",IND,"Indianapolis, IN",2257,2251,-6,26,2317,24,9,46,33,-13,0,,0,109,102,67,427,,,,,
9/5/2020,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,5,DFW,"Dallas/Fort Worth, TX",HNL,"Honolulu, HI",1120,1117,-3,16,1133,1340,4,1422,1344,-38,0,,0,482,447,427,3784,,,,,
6/9/2019,ExpressJet Airlines LLC d/b/a aha!,ExpressJet Airlines LLC d/b/a aha!: EV,EV,20366,4177,DCA,"Washington, DC",CLE,"Cleveland, OH",1600,1549,-11,35,1624,1713,5,1725,1718,-7,0,,0,85,89,49,310,,,,,
6/11/2021,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,104,HOU,"Houston, TX",LAS,"Las Vegas, NV",2125,2206,41,5,2211,2252,3,2225,2255,30,0,,0,180,169,161,1235,20,0,0,0,10
6/16/2022,Hawaiian Airlines Inc.,Hawaiian Airlines Inc.: HA,HA,19690,322,HNL,"Honolulu, HI",ITO,"Hilo, HI",1405,1421,16,14,1435,1510,5,1501,1515,14,0,,0,56,54,35,216,,,,,
3/12/2022,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,4713,RIC,"Richmond, VA",DTW,"Detroit, MI",1730,1731,1,22,1753,1914,7,1923,1921,-2,0,,0,113,110,81,456,,,,,
3/18/2019,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,597,MSP,"Minneapolis, MN",FLL,"Fort Lauderdale, FL",30,23,-7,14,37,434,6,500,440,-20,0,,0,210,197,177,1487,,,,,
6/17/2020,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5268,PHL,"Philadelphia, PA",ORF,"Norfolk, VA",1820,1817,-3,15,1832,1917,3,1936,1920,-16,0,,0,76,63,45,212,,,,,
6/23/2021,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,2953,LAX,"Los Angeles, CA",ABQ,"Albuquerque, NM",2037,2032,-5,12,2044,2312,5,2329,2317,-12,0,,0,112,105,88,677,,,,,
6/18/2023,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5619,DCA,"Washington, DC",PVD,"Providence, RI",1159,1224,25,16,1240,1336,3,1330,1339,9,0,,0,91,75,56,356,,,,,
7/24/2022,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3675,DTW,"Detroit, MI",STL,"St. Louis, MO",1245,1246,1,17,1303,1312,7,1322,1319,-3,0,,0,97,93,69,440,,,,,
4/24/2021,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,455,MCO,"Orlando, FL",PHX,"Phoenix, AZ",1025,1019,-6,12,1031,1204,8,1217,1212,-5,0,,0,292,293,273,1849,,,,,
6/25/2021,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1641,MDW,"Chicago, IL",TPA,"Tampa, FL",2055,2057,2,6,2103,24,5,25,29,4,0,,0,150,152,141,997,,,,,
12/27/2022,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1247,ORD,"Chicago, IL",PHL,"Philadelphia, PA",936,1003,27,11,1014,1243,4,1246,1247,1,0,,0,130,104,89,678,,,,,
8/2/2019,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,478,SFO,"San Francisco, CA",SAN,"San Diego, CA",705,701,-4,20,721,830,3,842,833,-9,0,,0,97,92,69,447,,,,,
8/3/2020,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1874,STL,"St. Louis, MO",SJC,"San Jose, CA",1750,1744,-6,7,1751,1935,2,1955,1937,-18,0,,0,245,233,224,1715,,,,,
8/14/2021,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,5443,PNS,"Pensacola, FL",BNA,"Nashville, TN",1830,1947,77,8,1955,2054,6,1955,2100,65,0,,0,85,73,59,391,4,0,0,0,61
5/28/2023,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1354,SRQ,"Sarasota/Bradenton, FL",STL,"St. Louis, MO",840,832,-8,8,840,942,6,1000,948,-12,0,,0,140,136,122,903,,,,,
4/21/2023,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,1094,SAN,"San Diego, CA",SEA,"Seattle, WA",1455,1536,41,17,1553,1826,11,1752,1837,45,0,,0,177,181,153,1050,0,0,10,0,35
10/15/2021,Envoy Air,Envoy Air: MQ,MQ,20398,4391,ORD,"Chicago, IL",ATW,"Appleton, WI",750,746,-4,14,800,828,3,847,831,-16,0,,0,57,45,28,161,,,,,
3/4/2021,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5214,DEN,"Denver, CO",TUL,"Tulsa, OK",1805,1758,-7,53,1851,2108,3,2053,2111,18,0,,0,108,133,77,541,18,0,0,0,0
9/16/2019,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1347,ONT,"Ontario, CA",SMF,"Sacramento, CA",1205,1204,-1,7,1211,1313,5,1330,1318,-12,0,,0,85,74,62,390,,,,,
1/21/2019,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,490,BUR,"Burbank, CA",DAL,"Dallas, TX",700,701,1,8,709,1132,2,1205,1134,-31,0,,0,185,153,143,1243,,,,,
6/6/2022,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2652,RDU,"Raleigh/Durham, NC",AUS,"Austin, TX",1150,1151,1,7,1158,1329,6,1345,1335,-10,0,,0,175,164,151,1162,,,,,
11/4/2020,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1478,DFW,"Dallas/Fort Worth, TX",LAS,"Las Vegas, NV",1250,1245,-5,34,1319,1342,4,1354,1346,-8,0,,0,184,181,143,1055,,,,,
5/17/2019,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1462,BNA,"Nashville, TN",BWI,"Baltimore, MD",1830,1837,7,13,1850,2113,4,2110,2117,7,0,,0,100,100,83,587,,,,,
12/23/2020,Republic Airline,Republic Airline: YX,YX,20452,4895,PHL,"Philadelphia, PA",STL,"St. Louis, MO",830,832,2,26,858,1010,4,1012,1014,2,0,,0,162,162,132,814,,,,,
5/3/2019,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1573,ORD,"Chicago, IL",SAT,"San Antonio, TX",1005,959,-6,17,1016,1248,6,1256,1254,-2,0,,0,171,175,152,1041,,,,,
2/12/2019,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5777,ORD,"Chicago, IL",GSO,"Greensboro/High Point, NC",900,1002,62,50,1052,1322,4,1158,1326,88,0,,0,118,144,90,589,0,62,26,0,0
7/28/2021,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,4726,DTW,"Detroit, MI",RIC,"Richmond, VA",2250,2242,-8,18,2300,3,10,26,13,-13,0,,0,96,91,63,456,,,,,
12/19/2021,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1411,STL,"St. Louis, MO",DCA,"Washington, DC",1540,1548,8,5,1553,1835,4,1835,1839,4,0,,0,115,111,102,719,,,,,
5/12/2021,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3668,SLC,"Salt Lake City, UT",IDA,"Idaho Falls, ID",950,958,8,29,1027,1103,4,1057,1107,10,0,,0,67,69,36,188,,,,,
9/14/2019,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,434,ATL,"Atlanta, GA",PNS,"Pensacola, FL",2007,2003,-4,13,2016,1958,4,2024,2002,-22,0,,0,77,59,42,271,,,,,
6/4/2022,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,473,STL,"St. Louis, MO",SEA,"Seattle, WA",1130,1125,-5,21,1146,1330,19,1355,1349,-6,0,,0,265,264,224,1709,,,,,
8/20/2022,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2875,DTW,"Detroit, MI",DCA,"Washington, DC",700,656,-4,14,710,810,12,828,822,-6,0,,0,88,86,60,405,,,,,
1/24/2022,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3522,LAX,"Los Angeles, CA",PHX,"Phoenix, AZ",820,1000,100,16,1016,1216,4,1046,1220,94,0,,0,86,80,60,370,94,0,0,0,0
3/1/2022,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,390,DEN,"Denver, CO",IAH,"Houston, TX",1220,1217,-3,11,1228,1517,7,1533,1524,-9,0,,0,133,127,109,862,,,,,
5/25/2019,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2690,PHL,"Philadelphia, PA",ORD,"Chicago, IL",1225,1226,1,11,1237,1319,8,1351,1327,-24,0,,0,146,121,102,678,,,,,
10/10/2022,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5052,ABE,"Allentown/Bethlehem/Easton, PA",CLT,"Charlotte, NC",1154,1145,-9,12,1157,1316,7,1354,1323,-31,0,,0,120,98,79,481,,,,,
8/23/2021,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2198,ORD,"Chicago, IL",IAD,"Washington, DC",700,657,-3,17,714,935,9,948,944,-4,0,,0,108,107,81,588,,,,,
11/26/2019,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5063,DCA,"Washington, DC",TYS,"Knoxville, TN",1351,1343,-8,12,1355,1508,4,1531,1512,-19,0,,0,100,89,73,437,,,,,
2/13/2023,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,790,STL,"St. Louis, MO",DCA,"Washington, DC",2005,2010,5,9,2019,2245,5,2300,2250,-10,0,,0,115,100,86,719,,,,,
6/13/2022,JetBlue Airways,JetBlue Airways: B6,B6,20409,375,PHL,"Philadelphia, PA",FLL,"Fort Lauderdale, FL",1845,1946,61,15,2001,2207,2,2133,2209,36,0,,0,168,143,126,992,15,0,0,0,21
12/29/2019,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,3746,BOS,"Boston, MA",MCI,"Kansas City, MO",755,754,-1,15,809,1022,5,1045,1027,-18,0,,0,230,213,193,1256,,,,,
7/22/2020,JetBlue Airways,JetBlue Airways: B6,B6,20409,562,SJU,"San Juan, PR",BOS,"Boston, MA",331,315,-16,10,325,654,4,724,658,-26,0,,0,233,223,209,1674,,,,,
9/26/2021,Hawaiian Airlines Inc.,Hawaiian Airlines Inc.: HA,HA,19690,331,ITO,"Hilo, HI",HNL,"Honolulu, HI",1620,1614,-6,8,1622,1657,6,1714,1703,-11,0,,0,54,49,35,216,,,,,
11/6/2022,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5608,GSP,"Greer, SC",ORD,"Chicago, IL",1510,1503,-7,13,1516,1544,10,1626,1554,-32,0,,0,136,111,88,577,,,,,
8/17/2019,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2273,ORF,"Norfolk, VA",DEN,"Denver, CO",645,650,5,10,700,826,5,837,831,-6,0,,0,232,221,206,1553,,,,,
6/13/2023,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1300,BWI,"Baltimore, MD",SDF,"Louisville, KY",820,817,-3,10,827,952,5,1000,957,-3,0,,0,100,100,85,495,,,,,
6/14/2023,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,5424,CLE,"Cleveland, OH",JFK,"New York, NY",1205,1200,-5,22,1222,1340,9,1357,1349,-8,0,,0,112,109,78,425,,,,,
9/19/2019,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5747,OKC,"Oklahoma City, OK",DEN,"Denver, CO",1140,1131,-9,21,1152,1206,9,1228,1215,-13,0,,0,108,104,74,495,,,,,
10/28/2020,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1326,DFW,"Dallas/Fort Worth, TX",AUS,"Austin, TX",835,916,41,31,947,1031,4,938,1035,57,0,,0,63,79,44,190,41,0,16,0,0
2/1/2019,JetBlue Airways,JetBlue Airways: B6,B6,20409,2339,BOS,"Boston, MA",BUR,"Burbank, CA",1500,1510,10,14,1524,1810,7,1840,1817,-23,0,,0,400,367,346,2601,,,,,
1/22/2020,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,148,DCA,"Washington, DC",PHL,"Philadelphia, PA",1515,1920,245,17,1937,2012,3,1624,2015,231,0,,0,69,55,35,119,231,0,0,0,0
12/27/2021,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2584,SAN,"San Diego, CA",DFW,"Dallas/Fort Worth, TX",1638,1638,0,18,1656,2110,13,2135,2123,-12,0,,0,177,165,134,1171,,,,,
7/8/2021,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,278,DEN,"Denver, CO",JAX,"Jacksonville, FL",1815,1856,41,22,1918,19,4,2337,23,46,0,,0,202,207,181,1447,41,0,5,0,0
1/31/2023,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2981,JAX,"Jacksonville, FL",DFW,"Dallas/Fort Worth, TX",548,542,-6,12,554,715,9,745,724,-21,0,,0,177,162,141,918,,,,,
8/21/2023,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1950,PHX,"Phoenix, AZ",SAN,"San Diego, CA",1357,1437,40,12,1449,1539,9,1512,1548,36,0,,0,75,71,50,304,36,0,0,0,0
5/31/2021,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2509,DTW,"Detroit, MI",AUS,"Austin, TX",904,857,-7,24,921,1049,8,1113,1057,-16,0,,0,189,180,148,1149,,,,,
4/5/2022,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3551,SEA,"Seattle, WA",DEN,"Denver, CO",1329,1408,39,15,1423,1718,11,1714,1729,15,0,,0,165,141,115,1024,0,15,0,0,0
1/19/2022,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,4924,CID,"Cedar Rapids/Iowa City, IA",MSP,"Minneapolis, MN",530,525,-5,21,546,630,8,656,638,-18,0,,0,86,73,44,220,,,,,
10/9/2019,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1515,DAL,"Dallas, TX",LGA,"New York, NY",600,556,-4,12,608,959,23,1015,1022,7,0,,0,195,206,171,1381,,,,,
7/12/2022,Frontier Airlines Inc.,Frontier Airlines Inc.: F9,F9,20436,450,DEN,"Denver, CO",BUF,"Buffalo, NY",656,653,-3,15,708,1148,4,1210,1152,-18,0,,0,194,179,160,1359,,,,,
7/24/2022,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,1011,PDX,"Portland, OR",SEA,"Seattle, WA",1515,1511,-4,12,1523,1549,41,1615,1630,15,0,,0,60,79,26,129,0,0,15,0,0
5/25/2022,JetBlue Airways,JetBlue Airways: B6,B6,20409,224,LAX,"Los Angeles, CA",JFK,"New York, NY",625,621,-4,10,631,1435,3,1458,1438,-20,0,,0,333,317,304,2475,,,,,
3/22/2019,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1983,EWR,"Newark, NJ",TPA,"Tampa, FL",2029,2240,131,22,2302,116,5,2324,121,117,0,,0,175,161,134,997,0,0,0,0,117
12/19/2019,JetBlue Airways,JetBlue Airways: B6,B6,20409,835,BOS,"Boston, MA",MSP,"Minneapolis, MN",650,646,-4,20,706,859,9,921,908,-13,0,,0,211,202,173,1124,,,,,
11/28/2021,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1320,DFW,"Dallas/Fort Worth, TX",DEN,"Denver, CO",701,657,-4,14,711,751,9,812,800,-12,0,,0,131,123,100,641,,,,,
7/14/2019,Mesa Airlines Inc.,Mesa Airlines Inc.: YV,YV,20378,5971,HSV,"Huntsville, AL",DFW,"Dallas/Fort Worth, TX",934,927,-7,17,944,1121,15,1135,1136,1,0,,0,121,129,97,603,,,,,
8/4/2019,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5371,SFO,"San Francisco, CA",ONT,"Ontario, CA",1020,1016,-4,21,1037,1140,5,1149,1145,-4,0,,0,89,89,63,363,,,,,
7/27/2021,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,5195,LGA,"New York, NY",CLT,"Charlotte, NC",1410,1406,-4,15,1421,1543,6,1618,1549,-29,0,,0,128,103,82,544,,,,,
2/3/2020,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3942,ABY,"Albany, GA",ATL,"Atlanta, GA",1625,1620,-5,7,1627,1704,6,1730,1710,-20,0,,0,65,50,37,145,,,,,
10/13/2019,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3109,ORD,"Chicago, IL",MKE,"Milwaukee, WI",1655,1650,-5,19,1709,1728,6,1746,1734,-12,0,,0,51,44,19,67,,,,,
3/18/2019,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,446,LAS,"Las Vegas, NV",ORD,"Chicago, IL",830,828,-2,13,841,1352,13,1409,1405,-4,0,,0,219,217,191,1514,,,,,
1/13/2023,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,845,OAK,"Oakland, CA",DEN,"Denver, CO",1325,1437,72,14,1451,1750,3,1655,1753,58,0,,0,150,136,119,957,49,0,0,0,9
1/8/2020,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,997,MCI,"Kansas City, MO",PHX,"Phoenix, AZ",1545,1544,-1,9,1553,1723,5,1740,1728,-12,0,,0,175,164,150,1044,,,,,
