FL_DATE,AIRLINE,AIRLINE_DOT,AIRLINE_CODE,DOT_CODE,FL_NUMBER,ORIGIN,ORIGIN_CITY,DEST,DEST_CITY,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_NAS,DELAY_DUE_SECURITY,DELAY_DUE_LATE_AIRCRAFT
8/27/2023,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2424,LAX,"Los Angeles, CA",BOS,"Boston, MA",2300,2252,-8,25,2317,711,8,742,719,-23,0,,0,342,327,294,2611,,,,,
12/2/2022,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2446,FLL,"Fort Lauderdale, FL",EWR,"Newark, NJ",1628,1629,1,17,1646,1921,10,1930,1931,1,0,,0,182,182,155,1065,,,,,
4/10/2022,JetBlue Airways,JetBlue Airways: B6,B6,20409,534,SFO,"San Francisco, CA",BOS,"Boston, MA",1456,1505,9,29,1534,2342,20,2344,2,18,0,,0,348,357,308,2704,9,0,9,0,0
7/14/2022,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,807,ORD,"Chicago, IL",DCA,"Washington, DC",1327,1320,-7,16,1336,1604,4,1618,1608,-10,0,,0,111,108,88,612,,,,,
12/8/2022,JetBlue Airways,JetBlue Airways: B6,B6,20409,2392,MIA,"Miami, FL",JFK,"New York, NY",1400,1351,-9,13,1404,1634,12,1659,1646,-13,0,,0,179,175,150,1089,,,,,
8/5/2021,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,4703,DEN,"Denver, CO",MLI,"Moline, IL",1746,1759,13,30,1829,2105,5,2052,2110,18,0,,0,126,131,96,752,18,0,0,0,0
2/22/2019,Frontier Airlines Inc.,Frontier Airlines Inc.: F9,F9,20436,1094,MCO,"Orlando, FL",ISP,"Islip, NY",1600,1613,13,16,1629,1832,8,1833,1840,7,0,,0,153,147,123,971,,,,,
7/31/2019,Mesa Airlines Inc.,Mesa Airlines Inc.: YV,YV,20378,5759,PSP,"Palm Springs, CA",PHX,"Phoenix, AZ",950,944,-6,13,957,1041,4,1100,1045,-15,0,,0,70,61,44,261,,,,,
11/4/2022,Allegiant Air,Allegiant Air: G4,G4,20368,1438,MDW,"Chicago, IL",TYS,"Knoxville, TN",1400,1357,-3,11,1408,1614,4,1626,1618,-8,0,,0,86,81,66,459,,,,,
2/3/2023,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2455,MSY,"New Orleans, LA",CLT,"Charlotte, NC",1102,1101,-1,10,1111,1329,12,1352,1341,-11,0,,0,110,100,78,651,,,,,
1/26/2022,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5026,ORD,"Chicago, IL",SUX,"Sioux City, IA",915,1028,73,17,1045,1151,2,1109,1153,44,0,,0,114,85,66,436,44,0,0,0,0
3/7/2020,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1416,SRQ,"Sarasota/Bradenton, FL",MSP,"Minneapolis, MN",1620,1618,-2,12,1630,1838,7,1854,1845,-9,0,,0,214,207,188,1342,,,,,
9/16/2021,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2072,LGA,"New York, NY",TPA,"Tampa, FL",720,845,85,12,857,1119,4,959,1123,84,0,,0,159,158,142,1010,84,0,0,0,0
12/27/2019,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2519,AUS,"Austin, TX",DAL,"Dallas, TX",830,841,11,11,852,931,3,930,934,4,0,,0,60,53,39,189,,,,,
3/30/2023,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2364,TLH,"Tallahassee, FL",ATL,"Atlanta, GA",1421,1415,-6,11,1426,1509,5,1538,1514,-24,0,,0,77,59,43,223,,,,,
9/4/2020,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,487,DFW,"Dallas/Fort Worth, TX",SLC,"Salt Lake City, UT",1117,1114,-3,23,1137,1250,6,1258,1256,-2,0,,0,161,162,133,989,,,,,
4/23/2021,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1640,PIT,"Pittsburgh, PA",MCO,"Orlando, FL",750,746,-4,9,755,942,6,1010,948,-22,0,,0,140,122,107,834,,,,,
3/15/2020,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,4975,ATL,"Atlanta, GA",AGS,"Augusta, GA",942,940,-2,21,1001,1032,6,1042,1038,-4,0,,0,60,58,31,143,,,,,
4/27/2022,Republic Airline,Republic Airline: YX,YX,20452,3700,EYW,"Key West, FL",IAD,"Washington, DC",1336,1326,-10,19,1345,1608,11,1617,1619,2,0,,0,161,173,143,1023,,,,,
3/16/2022,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,261,AUS,"Austin, TX",IAH,"Houston, TX",1607,1728,81,25,1753,1827,10,1722,1837,75,0,,0,75,69,34,140,7,0,0,0,68
11/29/2019,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,14,HOU,"Houston, TX",DAL,"Dallas, TX",1000,1000,0,13,1013,1052,3,1105,1055,-10,0,,0,65,55,39,239,,,,,
7/3/2023,JetBlue Airways,JetBlue Airways: B6,B6,20409,2229,BOS,"Boston, MA",MKE,"Milwaukee, WI",715,758,43,14,812,915,4,849,919,30,0,,0,154,141,123,860,17,0,0,0,13
8/20/2021,Envoy Air,Envoy Air: MQ,MQ,20398,4234,CHA,"Chattanooga, TN",DFW,"Dallas/Fort Worth, TX",610,628,18,11,639,715,16,723,731,8,0,,0,133,123,96,695,,,,,
1/24/2022,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2412,AUS,"Austin, TX",PHX,"Phoenix, AZ",1610,1605,-5,11,1616,1720,7,1750,1727,-23,0,,0,160,142,124,872,,,,,
7/13/2019,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,847,LGA,"New York, NY",ORD,"Chicago, IL",959,947,-12,33,1020,1105,6,1149,1111,-38,0,,0,170,144,105,733,,,,,
1/9/2019,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1158,MCO,"Orlando, FL",ATL,"Atlanta, GA",1925,1921,-4,17,1938,2046,5,2107,2051,-16,0,,0,102,90,68,404,,,,,
5/2/2020,Mesa Airlines Inc.,Mesa Airlines Inc.: YV,YV,20378,5903,DFW,"Dallas/Fort Worth, TX",HSV,"Huntsville, AL",1329,,,,,,,1513,,,1,D,0,104,,,603,,,,,
3/1/2020,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1436,LAX,"Los Angeles, CA",JFK,"New York, NY",605,600,-5,18,618,1352,5,1423,1357,-26,0,,0,318,297,274,2475,,,,,
5/27/2022,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2720,TUL,"Tulsa, OK",STL,"St. Louis, MO",530,528,-2,11,539,634,5,645,639,-6,0,,0,75,71,55,351,,,,,
8/27/2023,Allegiant Air,Allegiant Air: G4,G4,20368,1142,PIT,"Pittsburgh, PA",SFB,"Sanford, FL",1532,1542,10,9,1551,1737,6,1738,1743,5,0,,0,126,121,106,809,,,,,
8/21/2021,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,1206,DFW,"Dallas/Fort Worth, TX",MCO,"Orlando, FL",1457,1454,-3,23,1517,1848,18,1847,1906,19,0,,0,170,192,151,985,0,0,19,0,0
9/13/2019,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2368,STL,"St. Louis, MO",HOU,"Houston, TX",1340,1335,-5,8,1343,1520,33,1555,1553,-2,0,,0,135,138,97,687,,,,,
11/21/2020,JetBlue Airways,JetBlue Airways: B6,B6,20409,643,EWR,"Newark, NJ",PBI,"West Palm Beach/Palm Beach, FL",700,648,-12,14,702,927,3,942,930,-12,0,,0,162,162,145,1023,,,,,
11/1/2019,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1749,CLT,"Charlotte, NC",PIT,"Pittsburgh, PA",2025,2213,108,13,2226,2316,4,2152,2320,88,0,,0,87,67,50,366,88,0,0,0,0
6/11/2021,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1476,SJC,"San Jose, CA",LAX,"Los Angeles, CA",1550,1707,77,9,1716,1807,5,1710,1812,62,0,,0,80,65,51,308,0,0,0,0,62
2/11/2020,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3242,FNT,"Flint, MI",ORD,"Chicago, IL",544,542,-2,21,603,548,6,615,554,-21,0,,0,91,72,45,223,,,,,
2/11/2022,Republic Airline,Republic Airline: YX,YX,20452,4639,DCA,"Washington, DC",PVD,"Providence, RI",938,1035,57,16,1051,1148,4,1106,1152,46,0,,0,88,77,57,356,24,0,0,0,22
12/22/2019,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2912,LGA,"New York, NY",FLL,"Fort Lauderdale, FL",800,903,63,40,943,1222,4,1112,1226,74,0,,0,192,203,159,1076,63,0,11,0,0
6/11/2021,Allegiant Air,Allegiant Air: G4,G4,20368,1626,PGD,"Punta Gorda, FL",DAY,"Dayton, OH",1731,1754,23,15,1809,2013,4,1949,2017,28,0,,0,138,143,124,904,12,0,5,0,11
4/10/2021,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1370,ORD,"Chicago, IL",DEN,"Denver, CO",1735,1735,0,12,1747,1848,4,1916,1852,-24,0,,0,161,137,121,888,,,,,
1/31/2020,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,4164,SLC,"Salt Lake City, UT",RAP,"Rapid City, SD",931,933,2,21,954,1113,5,1125,1118,-7,0,,0,114,105,79,508,,,,,
10/7/2019,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,644,AUS,"Austin, TX",DEN,"Denver, CO",1650,1643,-7,12,1655,1746,6,1808,1752,-16,0,,0,138,129,111,775,,,,,
2/22/2019,Allegiant Air,Allegiant Air: G4,G4,20368,141,GTF,"Great Falls, MT",LAS,"Las Vegas, NV",1613,1619,6,6,1625,1709,6,1721,1715,-6,0,,0,128,116,104,811,,,,,
11/25/2020,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5452,AVP,"Scranton/Wilkes-Barre, PA",CLT,"Charlotte, NC",614,609,-5,15,624,803,10,827,813,-14,0,,0,133,124,99,509,,,,,
2/24/2023,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,767,MDW,"Chicago, IL",LAS,"Las Vegas, NV",1420,1441,21,10,1451,1653,4,1620,1657,37,0,,0,240,256,242,1521,5,0,16,0,16
5/20/2021,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2455,BOS,"Boston, MA",PHL,"Philadelphia, PA",550,544,-6,17,601,657,6,724,703,-21,0,,0,94,79,56,280,,,,,
8/18/2021,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5491,ORF,"Norfolk, VA",PHL,"Philadelphia, PA",1605,1652,47,53,1745,1831,4,1716,1835,79,0,,0,71,103,46,212,47,0,32,0,0
3/28/2022,Hawaiian Airlines Inc.,Hawaiian Airlines Inc.: HA,HA,19690,48,HNL,"Honolulu, HI",OAK,"Oakland, CA",1150,1149,-1,17,1206,2000,7,2005,2007,2,0,,0,315,318,294,2409,,,,,
12/13/2019,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1158,PIT,"Pittsburgh, PA",LGA,"New York, NY",926,922,-4,18,940,1036,8,1059,1044,-15,0,,0,93,82,56,335,,,,,
6/23/2021,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,70,ANC,"Anchorage, AK",JNU,"Juneau, AK",1855,1845,-10,11,1856,2013,4,2030,2017,-13,0,,0,95,92,77,571,,,,,
10/29/2021,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1383,XNA,"Fayetteville, AR",DFW,"Dallas/Fort Worth, TX",1836,1940,64,12,1952,2037,4,2002,2041,39,0,,0,86,61,45,280,2,0,0,0,37
12/11/2020,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3881,CID,"Cedar Rapids/Iowa City, IA",MSP,"Minneapolis, MN",1255,1250,-5,13,1303,1345,5,1408,1350,-18,0,,0,73,60,42,220,,,,,
5/14/2019,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2306,PHL,"Philadelphia, PA",SFO,"San Francisco, CA",1820,,,,,,,2137,,,1,A,0,377,,,2521,,,,,
5/9/2019,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2197,DAL,"Dallas, TX",BOS,"Boston, MA",1030,1051,21,11,1102,1503,15,1515,1518,3,0,,0,225,207,181,1554,,,,,
4/26/2022,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2138,ORD,"Chicago, IL",EWR,"Newark, NJ",1541,1701,80,26,1727,2005,27,1859,2032,93,0,,0,138,151,98,719,80,0,13,0,0
4/4/2022,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,442,CMH,"Columbus, OH",HOU,"Houston, TX",955,1004,9,8,1012,1137,3,1150,1140,-10,0,,0,175,156,145,1001,,,,,
1/12/2023,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2596,PHX,"Phoenix, AZ",DEN,"Denver, CO",1810,1816,6,9,1825,1949,6,2000,1955,-5,0,,0,110,99,84,602,,,,,
10/12/2020,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3529,PDX,"Portland, OR",SEA,"Seattle, WA",1540,1534,-6,10,1544,1615,5,1642,1620,-22,0,,0,62,46,31,129,,,,,
6/7/2022,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5538,GPT,"Gulfport/Biloxi, MS",CLT,"Charlotte, NC",720,712,-8,12,724,956,22,1012,1018,6,0,,0,112,126,92,577,,,,,
5/10/2021,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,321,SNA,"Santa Ana, CA",OAK,"Oakland, CA",830,830,0,11,841,943,5,955,948,-7,0,,0,85,78,62,371,,,,,
4/24/2019,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5325,SDF,"Louisville, KY",DCA,"Washington, DC",1451,1442,-9,18,1500,1617,2,1629,1619,-10,0,,0,98,97,77,474,,,,,
11/19/2021,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2673,RSW,"Fort Myers, FL",DEN,"Denver, CO",1555,1615,20,13,1628,1808,10,1803,1818,15,0,,0,248,243,220,1607,15,0,0,0,0
4/12/2019,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1516,ORD,"Chicago, IL",ATL,"Atlanta, GA",954,952,-2,16,1008,1252,5,1248,1257,9,0,,0,114,125,104,606,,,,,
1/20/2023,Republic Airline,Republic Airline: YX,YX,20452,4346,LGA,"New York, NY",STL,"St. Louis, MO",640,630,-10,22,652,810,5,836,815,-21,0,,0,176,165,138,888,,,,,
10/3/2021,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3495,PDX,"Portland, OR",SLC,"Salt Lake City, UT",2031,2021,-10,11,2032,2302,9,2325,2311,-14,0,,0,114,110,90,630,,,,,
12/22/2021,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3260,FWA,"Fort Wayne, IN",ORD,"Chicago, IL",1551,1605,14,9,1614,1550,6,1603,1556,-7,0,,0,72,51,36,157,,,,,
7/5/2019,Allegiant Air,Allegiant Air: G4,G4,20368,2912,BNA,"Nashville, TN",CID,"Cedar Rapids/Iowa City, IA",900,858,-2,12,910,1014,5,1032,1019,-13,0,,0,92,81,64,481,,,,,
9/22/2022,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2642,JAN,"Jackson/Vicksburg, MS",ATL,"Atlanta, GA",749,742,-7,10,752,947,5,1011,952,-19,0,,0,82,70,55,341,,,,,
2/29/2020,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2089,PIT,"Pittsburgh, PA",DEN,"Denver, CO",828,827,-1,12,839,941,12,1011,953,-18,0,,0,223,206,182,1290,,,,,
4/27/2021,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,946,PHX,"Phoenix, AZ",RNO,"Reno, NV",1323,1321,-2,10,1331,1502,4,1534,1506,-28,0,,0,131,105,91,601,,,,,
5/19/2020,Republic Airline,Republic Airline: YX,YX,20452,5646,DTW,"Detroit, MI",SDF,"Louisville, KY",2011,2001,-10,8,2009,2058,7,2127,2105,-22,0,,0,76,64,49,306,,,,,
8/6/2023,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,3680,LAX,"Los Angeles, CA",STL,"St. Louis, MO",605,612,7,16,628,1125,3,1145,1128,-17,0,,0,220,196,177,1592,,,,,
5/25/2023,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,752,DTW,"Detroit, MI",ATL,"Atlanta, GA",902,901,-1,16,917,1043,9,1103,1052,-11,0,,0,121,111,86,594,,,,,
6/3/2020,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,4545,SLC,"Salt Lake City, UT",TUS,"Tucson, AZ",2049,2044,-5,13,2057,2124,3,2141,2127,-14,0,,0,112,103,87,601,,,,,
7/10/2022,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5483,ORD,"Chicago, IL",OMA,"Omaha, NE",1305,1259,-6,23,1322,1429,4,1443,1433,-10,0,,0,98,94,67,416,,,,,
2/7/2021,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2470,DEN,"Denver, CO",MCI,"Kansas City, MO",800,758,-2,21,819,1027,4,1040,1031,-9,0,,0,100,93,68,533,,,,,
11/17/2019,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2225,DFW,"Dallas/Fort Worth, TX",FAT,"Fresno, CA",918,917,-1,16,933,1029,3,1103,1032,-31,0,,0,225,195,176,1313,,,,,
9/19/2022,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1180,BOS,"Boston, MA",CLT,"Charlotte, NC",1326,1326,0,15,1341,1525,9,1545,1534,-11,0,,0,139,128,104,728,,,,,
10/23/2021,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2547,MSP,"Minneapolis, MN",CMH,"Columbus, OH",2055,2038,-17,17,2055,2311,6,2344,2317,-27,0,,0,109,99,76,626,,,,,
3/28/2019,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2101,AUS,"Austin, TX",IAH,"Houston, TX",1219,1214,-5,36,1250,1324,3,1325,1327,2,0,,0,66,73,34,140,,,,,
3/2/2022,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5054,CLT,"Charlotte, NC",ILM,"Wilmington, NC",905,901,-4,62,1003,1038,3,1016,1041,25,0,,0,71,100,35,185,0,0,25,0,0
9/10/2022,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1979,PHL,"Philadelphia, PA",MCO,"Orlando, FL",700,707,7,17,724,921,10,932,931,-1,0,,0,152,144,117,861,,,,,
3/19/2022,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1290,AUS,"Austin, TX",MIA,"Miami, FL",1207,1214,7,9,1223,1531,6,1539,1537,-2,0,,0,152,143,128,1103,,,,,
8/13/2022,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5610,CLT,"Charlotte, NC",ORF,"Norfolk, VA",1059,1053,-6,20,1113,1200,5,1220,1205,-15,0,,0,81,72,47,290,,,,,
7/8/2023,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,69,KTN,"Ketchikan, AK",JNU,"Juneau, AK",2028,2007,-21,8,2015,2055,3,2125,2058,-27,0,,0,57,51,40,234,,,,,
5/23/2022,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,117,SFO,"San Francisco, CA",DAL,"Dallas, TX",930,937,7,16,953,1451,6,1505,1457,-8,0,,0,215,200,178,1476,,,,,
4/29/2021,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,4695,DTW,"Detroit, MI",SYR,"Syracuse, NY",1000,1000,0,20,1020,1118,2,1129,1120,-9,0,,0,89,80,58,374,,,,,
9/22/2022,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1097,CLT,"Charlotte, NC",BDL,"Hartford, CT",1100,1055,-5,28,1123,1254,4,1306,1258,-8,0,,0,126,123,91,644,,,,,
1/10/2020,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1156,DTW,"Detroit, MI",PBI,"West Palm Beach/Palm Beach, FL",820,827,7,13,840,1117,4,1140,1121,-19,0,,0,200,174,157,1086,,,,,
1/18/2020,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,5157,DEN,"Denver, CO",BNA,"Nashville, TN",625,620,-5,23,643,943,5,955,948,-7,0,,0,150,148,120,1014,,,,,
1/24/2021,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,3155,ELP,"El Paso, TX",HOU,"Houston, TX",600,600,0,8,608,834,4,850,838,-12,0,,0,110,98,86,677,,,,,
10/9/2022,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2764,SEA,"Seattle, WA",MCO,"Orlando, FL",2300,17,77,14,31,829,11,719,840,81,0,,0,319,323,298,2554,0,0,4,0,77
3/26/2021,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,947,SLC,"Salt Lake City, UT",DTW,"Detroit, MI",1215,1307,52,9,1316,1806,6,1737,1812,35,0,,0,202,185,170,1481,35,0,0,0,0
11/2/2021,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2934,CLT,"Charlotte, NC",SAT,"San Antonio, TX",1059,1058,-1,13,1111,1251,2,1307,1253,-14,0,,0,188,175,160,1095,,,,,
1/27/2023,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,522,HNL,"Honolulu, HI",SEA,"Seattle, WA",1356,1353,-3,27,1420,2138,9,2155,2147,-8,0,,0,359,354,318,2677,,,,,
9/5/2022,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1183,EVV,"Evansville, IN",ATL,"Atlanta, GA",600,605,5,16,621,816,9,818,825,7,0,,0,78,80,55,350,,,,,
2/15/2023,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1309,STL,"St. Louis, MO",SLC,"Salt Lake City, UT",1415,1410,-5,9,1419,1606,4,1640,1610,-30,0,,0,205,180,167,1156,,,,,
10/4/2022,Mesa Airlines Inc.,Mesa Airlines Inc.: YV,YV,20378,6144,JAX,"Jacksonville, FL",IAD,"Washington, DC",1408,1405,-3,10,1415,1544,7,1604,1551,-13,0,,0,116,106,89,630,,,,,
5/16/2023,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,4867,ATL,"Atlanta, GA",CSG,"Columbus, GA",2050,2121,31,13,2134,2154,3,2142,2157,15,0,,0,52,36,20,83,0,0,0,0,15
6/4/2023,JetBlue Airways,JetBlue Airways: B6,B6,20409,946,BNA,"Nashville, TN",BOS,"Boston, MA",1320,1453,93,23,1516,1831,4,1654,1835,101,0,,0,154,162,135,942,0,0,16,0,85
10/21/2019,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1360,ATL,"Atlanta, GA",PNS,"Pensacola, FL",1505,1506,1,14,1520,1508,4,1517,1512,-5,0,,0,72,66,48,271,,,,,
11/22/2022,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1379,JAX,"Jacksonville, FL",IAD,"Washington, DC",1920,1938,18,12,1950,2115,5,2107,2120,13,0,,0,107,102,85,630,,,,,
11/8/2021,Republic Airline,Republic Airline: YX,YX,20452,3634,IAD,"Washington, DC",ROC,"Rochester, NY",1245,1239,-6,25,1304,1352,8,1407,1400,-7,0,,0,82,81,48,288,,,,,
5/28/2020,JetBlue Airways,JetBlue Airways: B6,B6,20409,1502,FLL,"Fort Lauderdale, FL",JFK,"New York, NY",1258,1249,-9,10,1259,1520,7,1546,1527,-19,0,,0,168,158,141,1069,,,,,
6/13/2022,Hawaiian Airlines Inc.,Hawaiian Airlines Inc.: HA,HA,19690,289,ITO,"Hilo, HI",HNL,"Honolulu, HI",1445,1502,17,12,1514,1551,9,1540,1600,20,0,,0,55,58,37,216,3,0,0,0,17
4/16/2022,JetBlue Airways,JetBlue Airways: B6,B6,20409,261,BOS,"Boston, MA",SJU,"San Juan, PR",2014,2117,63,27,2144,115,4,12,119,67,0,,0,238,242,211,1674,31,0,4,0,32
2/18/2019,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2092,BWI,"Baltimore, MD",IAH,"Houston, TX",600,557,-3,9,606,829,8,835,837,2,0,,0,215,220,203,1235,,,,,
7/19/2019,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2782,LGA,"New York, NY",BOS,"Boston, MA",1900,1955,55,17,2012,2052,8,2025,2100,35,0,,0,85,65,40,184,17,0,0,0,18
10/27/2020,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1227,DEN,"Denver, CO",ICT,"Wichita, KS",1220,1234,14,9,1243,,,1435,,,0,,1,75,,,420,,,,,
5/20/2022,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1489,SAN,"San Diego, CA",OAK,"Oakland, CA",1320,1335,15,10,1345,1453,4,1450,1457,7,0,,0,90,82,68,446,,,,,
11/30/2022,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1546,PVD,"Providence, RI",TPA,"Tampa, FL",1550,1633,43,11,1644,1949,4,1905,1953,48,0,,0,195,200,185,1136,8,0,5,0,35
5/21/2022,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,4915,DSM,"Des Moines, IA",DTW,"Detroit, MI",635,632,-3,12,644,858,8,919,906,-13,0,,0,104,94,74,534,,,,,
12/24/2021,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,966,DCA,"Washington, DC",PBI,"West Palm Beach/Palm Beach, FL",1344,1341,-3,11,1352,1556,4,1620,1600,-20,0,,0,156,139,124,857,,,,,
4/15/2023,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2146,MSP,"Minneapolis, MN",CLT,"Charlotte, NC",1351,1355,4,15,1410,1709,15,1721,1724,3,0,,0,150,149,119,930,,,,,
5/25/2021,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5366,ORD,"Chicago, IL",CVG,"Cincinnati, OH",1405,1404,-1,29,1433,1616,4,1624,1620,-4,0,,0,79,76,43,264,,,,,
8/12/2019,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2236,SAN,"San Diego, CA",OAK,"Oakland, CA",1025,1024,-1,12,1036,1137,6,1200,1143,-17,0,,0,95,79,61,446,,,,,
9/25/2021,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,884,DCA,"Washington, DC",DFW,"Dallas/Fort Worth, TX",1101,1058,-3,13,1111,1253,15,1314,1308,-6,0,,0,193,190,162,1192,,,,,
7/29/2019,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2249,LAX,"Los Angeles, CA",LAS,"Las Vegas, NV",1118,1114,-4,16,1130,1210,9,1234,1219,-15,0,,0,76,65,40,236,,,,,
12/17/2021,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5529,CLT,"Charlotte, NC",TLH,"Tallahassee, FL",900,859,-1,23,922,1026,25,1036,1051,15,0,,0,96,112,64,386,0,0,15,0,0
